740,0
741,0
742,0
744,0
745,0
748,0
749,0
751,0
753,0
754,0
758,0
761,0
763,0
766,0
767,0
